month, format: day,hour,forecast,일최저기온,강수형태,6시간적설,풍향,강수확률,습도,일최고기온,하늘상태,6시간강수량,풍속,3시간기온
6, 7,200.0,40.0,,0.0,,117.0,10.0,95.0,,2.0,,1.1,17.0
6, 7,200.0,43.0,,0.0,0.0,90.0,10.0,95.0,,2.0,0.0,1.4,17.0
6, 7,200.0,46.0,,0.0,,62.0,20.0,90.0,,3.0,,1.7,21.0
6, 7,200.0,49.0,,0.0,0.0,25.0,20.0,70.0,,3.0,0.0,2.1,26.0
6, 7,200.0,52.0,,0.0,,303.0,30.0,65.0,,4.0,,4.5,26.0
6, 7,200.0,55.0,,0.0,0.0,272.0,30.0,75.0,,4.0,0.0,2.7,24.0
6, 7,200.0,58.0,,0.0,,45.0,30.0,80.0,,4.0,,1.1,21.0
6, 7,200.0,61.0,,1.0,0.0,95.0,60.0,85.0,,4.0,5.0,3.6,19.0
6, 7,500.0,4.0,17.0,0.0,0.0,225.0,10.0,90.0,23.0,2.0,0.0,2.3,21.0
6, 7,500.0,7.0,16.0,0.0,,253.0,10.0,95.0,28.0,2.0,,2.8,18.0
6, 7,500.0,10.0,,0.0,0.0,230.0,10.0,95.0,,2.0,0.0,0.8,17.0
6, 7,500.0,13.0,,0.0,,180.0,10.0,95.0,,2.0,,1.3,17.0
6, 7,500.0,16.0,,0.0,0.0,202.0,10.0,95.0,,2.0,0.0,0.5,17.0
6, 7,500.0,19.0,,0.0,,273.0,10.0,95.0,,2.0,,1.7,19.0
6, 7,500.0,22.0,,0.0,0.0,261.0,20.0,85.0,,3.0,0.0,1.9,22.0
6, 7,500.0,25.0,,0.0,,279.0,10.0,85.0,,2.0,,2.0,22.0
6, 7,500.0,28.0,,0.0,0.0,284.0,10.0,90.0,,2.0,0.0,2.1,21.0
6, 7,500.0,31.0,,0.0,,309.0,10.0,95.0,,2.0,,2.2,18.0
6, 7,500.0,34.0,,0.0,0.0,360.0,10.0,95.0,,2.0,0.0,0.7,17.0
6, 7,500.0,37.0,,0.0,,117.0,10.0,95.0,,2.0,,1.1,17.0
6, 7,500.0,40.0,,0.0,0.0,90.0,10.0,95.0,,2.0,0.0,1.4,17.0
6, 7,500.0,43.0,,0.0,,62.0,20.0,90.0,,3.0,,1.7,21.0
6, 7,500.0,46.0,,0.0,0.0,25.0,20.0,70.0,,3.0,0.0,2.1,26.0
6, 7,500.0,49.0,,0.0,,303.0,30.0,65.0,,4.0,,4.5,26.0
6, 7,500.0,52.0,,0.0,0.0,272.0,30.0,75.0,,4.0,0.0,2.7,24.0
6, 7,500.0,55.0,,0.0,,45.0,30.0,80.0,,4.0,,1.1,21.0
6, 7,500.0,58.0,,1.0,0.0,95.0,60.0,85.0,,4.0,5.0,3.6,19.0
6, 7,800.0,4.0,17.0,0.0,,276.0,10.0,90.0,25.0,2.0,,1.9,19.0
6, 7,800.0,7.0,16.0,0.0,0.0,281.0,10.0,95.0,29.0,2.0,0.0,0.5,17.0
6, 7,800.0,10.0,,0.0,,225.0,10.0,95.0,,2.0,,1.0,17.0
6, 7,800.0,13.0,,0.0,0.0,253.0,10.0,95.0,,2.0,0.0,1.7,17.0
6, 7,800.0,16.0,,0.0,,247.0,10.0,90.0,,2.0,,1.3,20.0
6, 7,800.0,19.0,,0.0,0.0,279.0,20.0,70.0,,3.0,0.0,1.2,23.0
6, 7,800.0,22.0,,0.0,,265.0,10.0,65.0,,2.0,,2.2,24.0
6, 7,800.0,25.0,,0.0,0.0,256.0,10.0,70.0,,2.0,0.0,2.9,23.0
6, 7,800.0,28.0,,0.0,,272.0,10.0,95.0,,2.0,,2.9,19.0
6, 7,800.0,31.0,,0.0,0.0,304.0,10.0,95.0,,2.0,0.0,0.7,17.0
6, 7,800.0,34.0,,0.0,,135.0,10.0,95.0,,2.0,,1.4,17.0
6, 7,800.0,37.0,,0.0,0.0,78.0,10.0,95.0,,2.0,0.0,1.4,17.0
6, 7,800.0,40.0,,0.0,,58.0,20.0,80.0,,3.0,,1.5,22.0
6, 7,800.0,43.0,,0.0,0.0,87.0,20.0,40.0,,3.0,0.0,2.2,28.0
6, 7,800.0,46.0,,0.0,,57.0,30.0,45.0,,4.0,,2.4,28.0
6, 7,800.0,49.0,,0.0,0.0,99.0,30.0,60.0,,4.0,0.0,3.7,25.0
6, 7,800.0,52.0,,0.0,,105.0,30.0,60.0,,4.0,,3.5,21.0
6, 7,800.0,55.0,,1.0,0.0,114.0,60.0,75.0,,4.0,5.0,3.9,19.0
6, 7,1100.0,4.0,17.0,0.0,0.0,281.0,10.0,95.0,25.0,2.0,0.0,0.5,17.0
6, 7,1100.0,7.0,16.0,0.0,,225.0,10.0,95.0,29.0,2.0,,1.0,17.0
6, 7,1100.0,10.0,,0.0,0.0,253.0,10.0,95.0,,2.0,0.0,1.7,17.0
6, 7,1100.0,13.0,,0.0,,247.0,10.0,90.0,,2.0,,1.3,20.0
6, 7,1100.0,16.0,,0.0,0.0,279.0,20.0,70.0,,3.0,0.0,1.2,23.0
6, 7,1100.0,19.0,,0.0,,265.0,10.0,65.0,,2.0,,2.2,24.0
6, 7,1100.0,22.0,,0.0,0.0,256.0,10.0,70.0,,2.0,0.0,2.9,23.0
6, 7,1100.0,25.0,,0.0,,272.0,10.0,95.0,,2.0,,2.9,19.0
6, 7,1100.0,28.0,,0.0,0.0,304.0,10.0,95.0,,2.0,0.0,0.7,17.0
6, 7,1100.0,31.0,,0.0,,135.0,10.0,95.0,,2.0,,1.4,17.0
6, 7,1100.0,34.0,,0.0,0.0,78.0,10.0,95.0,,2.0,0.0,1.4,17.0
6, 7,1100.0,37.0,,0.0,,58.0,20.0,80.0,,3.0,,1.5,22.0
6, 7,1100.0,40.0,,0.0,0.0,87.0,20.0,40.0,,3.0,0.0,2.2,28.0
6, 7,1100.0,43.0,,0.0,,57.0,30.0,45.0,,4.0,,2.4,28.0
6, 7,1100.0,46.0,,0.0,0.0,99.0,30.0,60.0,,4.0,0.0,3.7,25.0
6, 7,1100.0,49.0,,0.0,,105.0,30.0,60.0,,4.0,,3.5,21.0
6, 7,1100.0,52.0,,1.0,0.0,114.0,60.0,75.0,,4.0,5.0,3.9,19.0
6, 7,1400.0,4.0,17.0,0.0,,225.0,10.0,95.0,25.0,2.0,,1.0,17.0
6, 7,1400.0,7.0,16.0,0.0,0.0,253.0,10.0,95.0,29.0,2.0,0.0,1.7,17.0
6, 7,1400.0,10.0,,0.0,,247.0,10.0,90.0,,2.0,,1.3,20.0
6, 7,1400.0,13.0,,0.0,0.0,279.0,20.0,70.0,,3.0,0.0,1.2,23.0
6, 7,1400.0,16.0,,0.0,,265.0,10.0,65.0,,2.0,,2.2,24.0
6, 7,1400.0,19.0,,0.0,0.0,256.0,10.0,70.0,,2.0,0.0,2.9,23.0
6, 7,1400.0,22.0,,0.0,,272.0,10.0,95.0,,2.0,,2.9,19.0
6, 7,1400.0,25.0,,0.0,0.0,304.0,10.0,95.0,,2.0,0.0,0.7,17.0
6, 7,1400.0,28.0,,0.0,,135.0,10.0,95.0,,2.0,,1.4,17.0
6, 7,1400.0,31.0,,0.0,0.0,78.0,10.0,95.0,,2.0,0.0,1.4,17.0
6, 7,1400.0,34.0,,0.0,,58.0,20.0,80.0,,3.0,,1.5,22.0
6, 7,1400.0,37.0,,0.0,0.0,87.0,20.0,40.0,,3.0,0.0,2.2,28.0
6, 7,1400.0,40.0,,0.0,,57.0,30.0,45.0,,4.0,,2.4,28.0
6, 7,1400.0,43.0,,0.0,0.0,99.0,30.0,60.0,,4.0,0.0,3.7,25.0
6, 7,1400.0,46.0,,0.0,,105.0,30.0,60.0,,4.0,,3.5,21.0
6, 7,1400.0,49.0,,1.0,0.0,114.0,60.0,75.0,,4.0,5.0,3.9,19.0
6, 7,1700.0,4.0,17.0,0.0,0.0,253.0,10.0,95.0,25.0,2.0,0.0,1.7,17.0
6, 7,1700.0,7.0,16.0,0.0,,247.0,10.0,90.0,29.0,2.0,,1.3,20.0
6, 7,1700.0,10.0,,0.0,0.0,279.0,20.0,70.0,,3.0,0.0,1.2,23.0
6, 7,1700.0,13.0,,0.0,,265.0,10.0,65.0,,2.0,,2.2,24.0
6, 7,1700.0,16.0,,0.0,0.0,256.0,10.0,70.0,,2.0,0.0,2.9,23.0
6, 7,1700.0,19.0,,0.0,,272.0,10.0,95.0,,2.0,,2.9,19.0
6, 7,1700.0,22.0,,0.0,0.0,304.0,10.0,95.0,,2.0,0.0,0.7,17.0
6, 7,1700.0,25.0,,0.0,,135.0,10.0,95.0,,2.0,,1.4,17.0
6, 7,1700.0,28.0,,0.0,0.0,78.0,10.0,95.0,,2.0,0.0,1.4,17.0
6, 7,1700.0,31.0,,0.0,,58.0,20.0,80.0,,3.0,,1.5,22.0
6, 7,1700.0,34.0,,0.0,0.0,87.0,20.0,40.0,,3.0,0.0,2.2,28.0
6, 7,1700.0,37.0,,0.0,,57.0,30.0,45.0,,4.0,,2.4,28.0
6, 7,1700.0,40.0,,0.0,0.0,99.0,30.0,60.0,,4.0,0.0,3.7,25.0
6, 7,1700.0,43.0,,0.0,,105.0,30.0,60.0,,4.0,,3.5,21.0
6, 7,1700.0,46.0,,1.0,0.0,114.0,60.0,75.0,,4.0,5.0,3.9,19.0
6, 7,2000.0,4.0,16.0,0.0,,246.0,10.0,85.0,24.0,2.0,,1.2,20.0
6, 7,2000.0,7.0,17.0,0.0,0.0,262.0,20.0,70.0,29.0,3.0,0.0,1.4,22.0
6, 7,2000.0,10.0,,0.0,,252.0,10.0,70.0,26.0,2.0,,1.6,23.0
6, 7,2000.0,13.0,,0.0,0.0,268.0,10.0,75.0,,2.0,0.0,2.6,22.0
6, 7,2000.0,16.0,,0.0,,285.0,10.0,95.0,,2.0,,2.7,19.0
6, 7,2000.0,19.0,,0.0,0.0,235.0,10.0,95.0,,2.0,0.0,1.2,17.0
6, 7,2000.0,22.0,,0.0,,171.0,10.0,95.0,,2.0,,1.2,16.0
6, 7,2000.0,25.0,,0.0,0.0,117.0,10.0,95.0,,2.0,0.0,1.1,16.0
6, 7,2000.0,28.0,,0.0,,62.0,20.0,80.0,,3.0,,1.9,21.0
6, 7,2000.0,31.0,,0.0,0.0,46.0,20.0,45.0,,3.0,0.0,2.8,28.0
6, 7,2000.0,34.0,,0.0,,345.0,30.0,40.0,,4.0,,2.8,28.0
6, 7,2000.0,37.0,,0.0,0.0,288.0,30.0,70.0,,4.0,0.0,2.5,24.0
6, 7,2000.0,40.0,,0.0,,128.0,30.0,65.0,,4.0,,1.6,22.0
6, 7,2000.0,43.0,,1.0,0.0,108.0,60.0,75.0,,4.0,5.0,4.1,19.0
6, 7,2000.0,46.0,,1.0,,115.0,60.0,80.0,,4.0,,2.9,18.0
6, 7,2000.0,49.0,,1.0,0.0,73.0,60.0,85.0,,4.0,10.0,3.0,17.0
6, 7,2000.0,52.0,,0.0,,84.0,30.0,75.0,,4.0,,3.0,20.0
6, 7,2000.0,55.0,,0.0,0.0,76.0,20.0,50.0,,3.0,0.0,3.2,24.0
6, 7,2000.0,58.0,,0.0,,102.0,20.0,40.0,,3.0,,3.3,26.0
6, 7,2000.0,61.0,,0.0,0.0,125.0,20.0,55.0,,3.0,0.0,4.9,23.0
6, 7,2000.0,64.0,,0.0,,131.0,30.0,65.0,,4.0,,3.8,20.0
6, 7,2000.0,67.0,,0.0,0.0,114.0,30.0,80.0,,4.0,0.0,3.6,18.0
6, 7,2300.0,4.0,16.0,0.0,0.0,262.0,20.0,70.0,24.0,3.0,0.0,1.4,22.0
6, 7,2300.0,7.0,17.0,0.0,,252.0,10.0,70.0,29.0,2.0,,1.6,23.0
6, 7,2300.0,10.0,,0.0,0.0,268.0,10.0,75.0,26.0,2.0,0.0,2.6,22.0
6, 7,2300.0,13.0,,0.0,,285.0,10.0,95.0,,2.0,,2.7,19.0
6, 7,2300.0,16.0,,0.0,0.0,235.0,10.0,95.0,,2.0,0.0,1.2,17.0
6, 7,2300.0,19.0,,0.0,,171.0,10.0,95.0,,2.0,,1.2,16.0
6, 7,2300.0,22.0,,0.0,0.0,117.0,10.0,95.0,,2.0,0.0,1.1,16.0
6, 7,2300.0,25.0,,0.0,,62.0,20.0,80.0,,3.0,,1.9,21.0
6, 7,2300.0,28.0,,0.0,0.0,46.0,20.0,45.0,,3.0,0.0,2.8,28.0
6, 7,2300.0,31.0,,0.0,,345.0,30.0,40.0,,4.0,,2.8,28.0
6, 7,2300.0,34.0,,0.0,0.0,288.0,30.0,70.0,,4.0,0.0,2.5,24.0
6, 7,2300.0,37.0,,0.0,,128.0,30.0,65.0,,4.0,,1.6,22.0
6, 7,2300.0,40.0,,1.0,0.0,108.0,60.0,75.0,,4.0,5.0,4.1,19.0
6, 7,2300.0,43.0,,1.0,,115.0,60.0,80.0,,4.0,,2.9,18.0
6, 7,2300.0,46.0,,1.0,0.0,73.0,60.0,85.0,,4.0,5.0,3.0,17.0
6, 7,2300.0,49.0,,0.0,,84.0,30.0,75.0,,4.0,,3.0,20.0
6, 7,2300.0,52.0,,0.0,0.0,76.0,20.0,50.0,,3.0,0.0,3.2,24.0
6, 7,2300.0,55.0,,0.0,,102.0,20.0,40.0,,3.0,,3.3,26.0
6, 7,2300.0,58.0,,0.0,0.0,125.0,20.0,55.0,,3.0,0.0,4.9,23.0
6, 7,2300.0,61.0,,0.0,,131.0,30.0,65.0,,4.0,,3.8,20.0
6, 7,2300.0,64.0,,0.0,0.0,114.0,30.0,80.0,,4.0,0.0,3.6,18.0
6, 8,200.0,4.0,16.0,0.0,,252.0,10.0,70.0,24.0,2.0,,1.6,23.0
6, 8,200.0,7.0,17.0,0.0,0.0,268.0,10.0,75.0,29.0,2.0,0.0,2.6,22.0
6, 8,200.0,10.0,,0.0,,285.0,10.0,95.0,26.0,2.0,,2.7,19.0
6, 8,200.0,13.0,,0.0,0.0,235.0,10.0,95.0,,2.0,0.0,1.2,17.0
6, 8,200.0,16.0,,0.0,,171.0,10.0,95.0,,2.0,,1.2,16.0
6, 8,200.0,19.0,,0.0,0.0,117.0,10.0,95.0,,2.0,0.0,1.1,16.0
6, 8,200.0,22.0,,0.0,,62.0,20.0,80.0,,3.0,,1.9,21.0
6, 8,200.0,25.0,,0.0,0.0,46.0,20.0,45.0,,3.0,0.0,2.8,28.0
6, 8,200.0,28.0,,0.0,,345.0,30.0,40.0,,4.0,,2.8,28.0
6, 8,200.0,31.0,,0.0,0.0,288.0,30.0,70.0,,4.0,0.0,2.5,24.0
6, 8,200.0,34.0,,0.0,,128.0,30.0,65.0,,4.0,,1.6,22.0
6, 8,200.0,37.0,,1.0,0.0,108.0,60.0,75.0,,4.0,5.0,4.1,19.0
6, 8,200.0,40.0,,1.0,,115.0,60.0,80.0,,4.0,,2.9,18.0
6, 8,200.0,43.0,,1.0,0.0,73.0,60.0,85.0,,4.0,5.0,3.0,17.0
6, 8,200.0,46.0,,0.0,,84.0,30.0,75.0,,4.0,,3.0,20.0
6, 8,200.0,49.0,,0.0,0.0,76.0,20.0,50.0,,3.0,0.0,3.2,24.0
6, 8,200.0,52.0,,0.0,,102.0,20.0,40.0,,3.0,,3.3,26.0
6, 8,200.0,55.0,,0.0,0.0,125.0,20.0,55.0,,3.0,0.0,4.9,23.0
6, 8,200.0,58.0,,0.0,,131.0,30.0,65.0,,4.0,,3.8,20.0
6, 8,200.0,61.0,,0.0,0.0,114.0,30.0,80.0,,4.0,0.0,3.6,18.0
6, 8,500.0,4.0,16.0,0.0,0.0,268.0,10.0,75.0,29.0,2.0,0.0,2.6,22.0
6, 8,500.0,7.0,17.0,0.0,,285.0,10.0,95.0,26.0,2.0,,2.7,19.0
6, 8,500.0,10.0,,0.0,0.0,235.0,10.0,95.0,,2.0,0.0,1.2,17.0
6, 8,500.0,13.0,,0.0,,171.0,10.0,95.0,,2.0,,1.2,16.0
6, 8,500.0,16.0,,0.0,0.0,117.0,10.0,95.0,,2.0,0.0,1.1,16.0
6, 8,500.0,19.0,,0.0,,62.0,20.0,80.0,,3.0,,1.9,21.0
6, 8,500.0,22.0,,0.0,0.0,46.0,20.0,45.0,,3.0,0.0,2.8,28.0
6, 8,500.0,25.0,,0.0,,345.0,30.0,40.0,,4.0,,2.8,28.0
6, 8,500.0,28.0,,0.0,0.0,288.0,30.0,70.0,,4.0,0.0,2.5,24.0
6, 8,500.0,31.0,,0.0,,128.0,30.0,65.0,,4.0,,1.6,22.0
6, 8,500.0,34.0,,1.0,0.0,108.0,60.0,75.0,,4.0,5.0,4.1,19.0
6, 8,500.0,37.0,,1.0,,115.0,60.0,80.0,,4.0,,2.9,18.0
6, 8,500.0,40.0,,1.0,0.0,73.0,60.0,85.0,,4.0,5.0,3.0,17.0
6, 8,500.0,43.0,,0.0,,84.0,30.0,75.0,,4.0,,3.0,20.0
6, 8,500.0,46.0,,0.0,0.0,76.0,20.0,50.0,,3.0,0.0,3.2,24.0
6, 8,500.0,49.0,,0.0,,102.0,20.0,40.0,,3.0,,3.3,26.0
6, 8,500.0,52.0,,0.0,0.0,125.0,20.0,55.0,,3.0,0.0,4.9,23.0
6, 8,500.0,55.0,,0.0,,131.0,30.0,65.0,,4.0,,3.8,20.0
6, 8,500.0,58.0,,0.0,0.0,114.0,30.0,80.0,,4.0,0.0,3.6,18.0
6, 8,800.0,4.0,16.0,0.0,,265.0,10.0,95.0,29.0,2.0,,3.5,18.0
6, 8,800.0,7.0,17.0,0.0,0.0,198.0,10.0,95.0,25.0,2.0,0.0,0.9,17.0
6, 8,800.0,10.0,,0.0,,162.0,10.0,95.0,,2.0,,1.6,16.0
6, 8,800.0,13.0,,0.0,0.0,113.0,10.0,95.0,,2.0,0.0,1.5,17.0
6, 8,800.0,16.0,,0.0,,80.0,20.0,75.0,,3.0,,1.7,22.0
6, 8,800.0,19.0,,0.0,0.0,105.0,20.0,35.0,,3.0,0.0,2.8,28.0
6, 8,800.0,22.0,,0.0,,305.0,30.0,50.0,,4.0,,2.9,27.0
6, 8,800.0,25.0,,0.0,0.0,291.0,30.0,65.0,,4.0,0.0,4.0,24.0
6, 8,800.0,28.0,,0.0,,125.0,30.0,70.0,,4.0,,1.2,21.0
6, 8,800.0,31.0,,1.0,0.0,124.0,60.0,80.0,,4.0,5.0,2.5,18.0
6, 8,800.0,34.0,,1.0,,125.0,60.0,85.0,,4.0,,3.3,17.0
6, 8,800.0,37.0,,0.0,0.0,47.0,30.0,90.0,,4.0,5.0,3.3,17.0
6, 8,800.0,40.0,,0.0,,90.0,30.0,75.0,,4.0,,1.5,19.0
6, 8,800.0,43.0,,0.0,0.0,83.0,20.0,55.0,,3.0,0.0,3.4,23.0
6, 8,800.0,46.0,,0.0,,93.0,20.0,50.0,,3.0,,3.3,25.0
6, 8,800.0,49.0,,0.0,0.0,127.0,20.0,65.0,,3.0,0.0,4.1,23.0
6, 8,800.0,52.0,,0.0,,115.0,30.0,60.0,,4.0,,3.3,21.0
6, 8,800.0,55.0,,0.0,0.0,96.0,30.0,70.0,,4.0,0.0,2.8,19.0
6, 8,1100.0,4.0,16.0,0.0,0.0,198.0,10.0,95.0,29.0,2.0,0.0,0.9,17.0
6, 8,1100.0,7.0,17.0,0.0,,162.0,10.0,95.0,25.0,2.0,,1.6,16.0
6, 8,1100.0,10.0,,0.0,0.0,113.0,10.0,95.0,,2.0,0.0,1.5,17.0
6, 8,1100.0,13.0,,0.0,,80.0,20.0,75.0,,3.0,,1.7,22.0
6, 8,1100.0,16.0,,0.0,0.0,105.0,20.0,35.0,,3.0,0.0,2.8,28.0
6, 8,1100.0,19.0,,0.0,,305.0,30.0,50.0,,4.0,,2.9,27.0
6, 8,1100.0,22.0,,0.0,0.0,291.0,30.0,65.0,,4.0,0.0,4.0,24.0
6, 8,1100.0,25.0,,0.0,,125.0,30.0,70.0,,4.0,,1.2,21.0
6, 8,1100.0,28.0,,1.0,0.0,124.0,60.0,80.0,,4.0,5.0,2.5,18.0
6, 8,1100.0,31.0,,1.0,,125.0,60.0,85.0,,4.0,,3.3,17.0
6, 8,1100.0,34.0,,0.0,0.0,47.0,30.0,90.0,,4.0,5.0,3.3,17.0
6, 8,1100.0,37.0,,0.0,,90.0,30.0,75.0,,4.0,,1.5,19.0
6, 8,1100.0,40.0,,0.0,0.0,83.0,20.0,55.0,,3.0,0.0,3.4,23.0
6, 8,1100.0,43.0,,0.0,,93.0,20.0,50.0,,3.0,,3.3,25.0
6, 8,1100.0,46.0,,0.0,0.0,127.0,20.0,65.0,,3.0,0.0,4.1,23.0
6, 8,1100.0,49.0,,0.0,,115.0,30.0,60.0,,4.0,,3.3,21.0
6, 8,1100.0,52.0,,0.0,0.0,96.0,30.0,70.0,,4.0,0.0,2.8,19.0
6, 8,1400.0,4.0,16.0,0.0,,162.0,10.0,95.0,29.0,2.0,,1.6,16.0
6, 8,1400.0,7.0,17.0,0.0,0.0,113.0,10.0,95.0,25.0,2.0,0.0,1.5,17.0
6, 8,1400.0,10.0,,0.0,,80.0,20.0,75.0,,3.0,,1.7,22.0
6, 8,1400.0,13.0,,0.0,0.0,105.0,20.0,35.0,,3.0,0.0,2.8,28.0
6, 8,1400.0,16.0,,0.0,,305.0,30.0,50.0,,4.0,,2.9,27.0
6, 8,1400.0,19.0,,0.0,0.0,291.0,30.0,65.0,,4.0,0.0,4.0,24.0
6, 8,1400.0,22.0,,0.0,,125.0,30.0,70.0,,4.0,,1.2,21.0
6, 8,1400.0,25.0,,1.0,0.0,124.0,60.0,80.0,,4.0,5.0,2.5,18.0
6, 8,1400.0,28.0,,1.0,,125.0,60.0,85.0,,4.0,,3.3,17.0
6, 8,1400.0,31.0,,0.0,0.0,47.0,30.0,90.0,,4.0,5.0,3.3,17.0
6, 8,1400.0,34.0,,0.0,,90.0,30.0,75.0,,4.0,,1.5,19.0
6, 8,1400.0,37.0,,0.0,0.0,83.0,20.0,55.0,,3.0,0.0,3.4,23.0
6, 8,1400.0,40.0,,0.0,,93.0,20.0,50.0,,3.0,,3.3,25.0
6, 8,1400.0,43.0,,0.0,0.0,127.0,20.0,65.0,,3.0,0.0,4.1,23.0
6, 8,1400.0,46.0,,0.0,,115.0,30.0,60.0,,4.0,,3.3,21.0
6, 8,1400.0,49.0,,0.0,0.0,96.0,30.0,70.0,,4.0,0.0,2.8,19.0
6, 8,1700.0,4.0,16.0,0.0,0.0,113.0,10.0,95.0,29.0,2.0,0.0,1.5,17.0
6, 8,1700.0,7.0,17.0,0.0,,80.0,20.0,75.0,25.0,3.0,,1.7,22.0
6, 8,1700.0,10.0,,0.0,0.0,105.0,20.0,35.0,,3.0,0.0,2.8,28.0
6, 8,1700.0,13.0,,0.0,,305.0,30.0,50.0,,4.0,,2.9,27.0
6, 8,1700.0,16.0,,0.0,0.0,291.0,30.0,65.0,,4.0,0.0,4.0,24.0
6, 8,1700.0,19.0,,0.0,,125.0,30.0,70.0,,4.0,,1.2,21.0
6, 8,1700.0,22.0,,1.0,0.0,124.0,60.0,80.0,,4.0,5.0,2.5,18.0
6, 8,1700.0,25.0,,1.0,,125.0,60.0,85.0,,4.0,,3.3,17.0
6, 8,1700.0,28.0,,0.0,0.0,47.0,30.0,90.0,,4.0,5.0,3.3,17.0
6, 8,1700.0,31.0,,0.0,,90.0,30.0,75.0,,4.0,,1.5,19.0
6, 8,1700.0,34.0,,0.0,0.0,83.0,20.0,55.0,,3.0,0.0,3.4,23.0
6, 8,1700.0,37.0,,0.0,,93.0,20.0,50.0,,3.0,,3.3,25.0
6, 8,1700.0,40.0,,0.0,0.0,127.0,20.0,65.0,,3.0,0.0,4.1,23.0
6, 8,1700.0,43.0,,0.0,,115.0,30.0,60.0,,4.0,,3.3,21.0
6, 8,1700.0,46.0,,0.0,0.0,96.0,30.0,70.0,,4.0,0.0,2.8,19.0
6, 8,2000.0,4.0,16.0,0.0,,25.0,20.0,70.0,29.0,3.0,,1.7,23.0
6, 8,2000.0,7.0,16.0,0.0,0.0,90.0,20.0,45.0,26.0,3.0,0.0,2.7,28.0
6, 8,2000.0,10.0,,0.0,,227.0,30.0,50.0,22.0,4.0,,1.8,27.0
6, 8,2000.0,13.0,,0.0,0.0,338.0,30.0,65.0,,4.0,0.0,0.5,24.0
6, 8,2000.0,16.0,,0.0,,96.0,30.0,70.0,,4.0,,1.8,21.0
6, 8,2000.0,19.0,,1.0,0.0,100.0,60.0,85.0,,4.0,5.0,2.7,18.0
6, 8,2000.0,22.0,,1.0,,103.0,60.0,90.0,,4.0,,3.7,17.0
6, 8,2000.0,25.0,,0.0,0.0,109.0,30.0,85.0,,4.0,5.0,3.9,17.0
6, 8,2000.0,28.0,,0.0,,93.0,30.0,70.0,,4.0,,3.7,19.0
6, 8,2000.0,31.0,,0.0,0.0,103.0,20.0,55.0,,3.0,0.0,3.9,23.0
6, 8,2000.0,34.0,,0.0,,123.0,20.0,40.0,,3.0,,4.3,26.0
6, 8,2000.0,37.0,,0.0,0.0,108.0,20.0,55.0,,3.0,0.0,3.5,23.0
6, 8,2000.0,40.0,,0.0,,118.0,30.0,60.0,,4.0,,3.0,20.0
6, 8,2000.0,43.0,,0.0,0.0,108.0,30.0,70.0,,4.0,0.0,3.3,18.0
6, 8,2000.0,46.0,,0.0,,77.0,30.0,75.0,,4.0,,2.6,17.0
6, 8,2000.0,49.0,,0.0,0.0,63.0,30.0,80.0,,4.0,0.0,1.8,17.0
6, 8,2000.0,52.0,,0.0,,47.0,20.0,70.0,,3.0,,2.3,19.0
6, 8,2000.0,55.0,,0.0,0.0,42.0,20.0,55.0,,3.0,0.0,2.4,21.0
6, 8,2000.0,58.0,,0.0,,345.0,20.0,75.0,,3.0,,3.4,21.0
6, 8,2000.0,61.0,,0.0,0.0,347.0,20.0,85.0,,3.0,0.0,3.6,20.0
6, 8,2000.0,64.0,,0.0,,351.0,20.0,95.0,,3.0,,2.4,17.0
6, 8,2000.0,67.0,,0.0,0.0,23.0,20.0,90.0,,3.0,0.0,2.1,16.0
6, 8,2300.0,4.0,16.0,0.0,0.0,90.0,20.0,45.0,29.0,3.0,0.0,2.7,28.0
6, 8,2300.0,7.0,16.0,0.0,,227.0,30.0,50.0,26.0,4.0,,1.8,27.0
6, 8,2300.0,10.0,,0.0,0.0,338.0,30.0,65.0,22.0,4.0,0.0,0.5,24.0
6, 8,2300.0,13.0,,0.0,,96.0,30.0,70.0,,4.0,,1.8,21.0
6, 8,2300.0,16.0,,1.0,0.0,100.0,60.0,85.0,,4.0,5.0,2.7,18.0
6, 8,2300.0,19.0,,1.0,,103.0,60.0,90.0,,4.0,,3.7,17.0
6, 8,2300.0,22.0,,0.0,0.0,109.0,30.0,85.0,,4.0,5.0,3.9,17.0
6, 8,2300.0,25.0,,0.0,,93.0,30.0,70.0,,4.0,,3.7,19.0
6, 8,2300.0,28.0,,0.0,0.0,103.0,20.0,55.0,,3.0,0.0,3.9,23.0
6, 8,2300.0,31.0,,0.0,,123.0,20.0,40.0,,3.0,,4.3,26.0
6, 8,2300.0,34.0,,0.0,0.0,108.0,20.0,55.0,,3.0,0.0,3.5,23.0
6, 8,2300.0,37.0,,0.0,,118.0,30.0,60.0,,4.0,,3.0,20.0
6, 8,2300.0,40.0,,0.0,0.0,108.0,30.0,70.0,,4.0,0.0,3.3,18.0
6, 8,2300.0,43.0,,0.0,,77.0,30.0,75.0,,4.0,,2.6,17.0
6, 8,2300.0,46.0,,0.0,0.0,63.0,30.0,80.0,,4.0,0.0,1.8,17.0
6, 8,2300.0,49.0,,0.0,,47.0,20.0,70.0,,3.0,,2.3,19.0
6, 8,2300.0,52.0,,0.0,0.0,42.0,20.0,55.0,,3.0,0.0,2.4,21.0
6, 8,2300.0,55.0,,0.0,,345.0,20.0,75.0,,3.0,,3.4,21.0
